beta






























-8.442393510800235
-11.652226205001334
-14.543500860140142
-18.992398034979303
-23.445147612098875
-30.14988457746884
-37.13255141002115
-43.734202668570504
-44.191419044629306
-44.14394621820378
-42.66475629532048
-42.40578500109521
-43.09488179577009
-44.44241690851938
-44.4740710263724
-41.57005425256369
-36.4235132023386
-29.574141679941057
-22.693500966592666
-17.284701979694574
-16.18478946141478
-17.342089975058116
-16.972213025081032
-16.281149516068183
-15.644103911030243
-15.00667235943672
-12.566333873356939
-10.179415216998308
-6.8779944429153375
-5.290032025303475
-5.6419074837100425
-7.094968469013125
-7.090303403638984
-9.626250805329178
-11.938354274114587
-10.111929672285875
-7.320118861268341
-7.446963240726689
-6.309621430921993
-10.75570303625257
-13.8521460243835
-15.639348096694974
-32.104810351348476
-54.893510045753146
-90.19665762710798
-109.22063836918191
-117.01075528422022
-126.37968085905057
-131.22889750701185
-136.72852962019653
-139.8555552884335
-182.5041535477256
-210.5968484240464
-223.09700549257673
-203.5342527441503
-193.40544491554658
-159.82569213409909
-129.9694960188421
-81.70321070780756
-68.01873238209748
-45.06403791143623
-49.79839128950465
-25.702649325783113
27.141176011328696
107.18921171919892
167.10238974550316
217.55195795280542
264.7866849239477
261.2716658030711
217.0268822857473
147.148982142575
93.90697669562365
73.56537041454357
60.83905452789696
74.46487230139383
49.895791491885234
6.490148016391203
-40.1854090369543
-138.8128307550777
-284.7877246200826
-382.4909549776763
-504.58866799961186
-427.1294691665283
-152.65955733976875
80.75955823375989
217.54987980337546
297.75087087830775
342.8524801025864
332.0122210356335
346.9546633739809
378.73419434114203
370.8857745961688
419.4873888145579
467.20351621995394
508.0691636921745
591.0207100629725
639.7665395819333
663.5368186944877
613.6210511496456
586.9689287393253
664.6640341080603
733.6073998552756
854.223383888336
832.6355679203117
819.8828376431748
862.1615437729639
924.4760940126727
982.794456502329
1001.1372222403137
991.4368928621295
1034.7622531070654
1113.3303268852148
1141.936451593727
1151.2992389349208
1169.4950024877123
1161.9576097216998
1007.4184721946265
981.5527787326091
773.2292767102742
608.0324277940331
414.16380553396357
363.6816775481634
228.104519862661
140.6699646861412
69.91569097209157
-13.216532447900931
-56.53658480164927
-88.41869218522561
-56.76252708004216
-42.91282440692321
-20.570642510104747
-46.84769608461812
-91.84796274570411
-96.36307881837295
-107.20548048207061
-139.37938836034613
-166.95739858995182
-197.694415388219
-211.44714850004448
-196.08489316354087
-182.51487113990015
-148.62446534253115
-120.65179028082034
-82.57126112772085
-85.4113926963526
-52.405939069055535
-58.80385126022749
-35.67222062030919
-50.86931456529496
-64.30429124590546
-64.33987453851284
-64.46633532177862
-83.89040692826336
-90.56747909541195
-57.61729564354721
-50.86911462979424
-93.75041628439863
-128.45793485636204
-153.14929146084216
-168.59695152847667
-154.79079953258622
-139.62660063202725
-108.39455324405378
-132.7774224683901
-140.28752012950832
-128.22596974800967
-126.16463361386752
-101.62883093355049
-83.37311277111507
-53.12092800842254
-31.991979220886037
-36.83570468188918
-48.24617129624363
-51.97807354325096
-77.67785656034471
-48.769180486594564
-21.580134757689393
0.8529018256479048
20.40036367410505
39.91977033327589
64.55546886452373
